ID,Title,Location,Salary,Summary
,데이터플랫폼/기준정보 부문 경력,서울 강남구,,"관리 2. 자격 요건 1) 필수 · Hadoop 데이터 플랫폼 사용 경험 · SQL, Spark(Scala, Python)등 데이터 처리 언어 1종 이상 숙련 · 대규모 트래픽 서비스, 대용량 배치처리 시스템의 Backend..."
,백엔드 개발자,서울 영등포구,,Back-end 설계 및 개발( Python 기반) 실무 경력 4년이상... 응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
,[TmaxAI/R&D] NLP/음성 부문 AI모델 개발자(*전문연구요원 병역특례포함),성남 분당구,,"23년 2월 졸업 예정자 [음성, 자연어처리] -관련 분야의 연구 경험 / 기본 지식 보유자 -기본적인 Python 프로그래밍이 가능하신 분 [감성 분석 / 신사업 솔루션 개발] -머신러닝 및 딥러닝, 언어모델의 종류와..."
,[2022 전문연구요원] AI R&D - Language AI,성남 판교역,,"기술을 서비스에 적용하기 위한 MLOps 플랫폼을 개발합니다. 지원자격 학력 : 석사 이상 필수조건 - Python, Java등 한 가지 이상의 컴퓨터 프로그래밍 언어를 활용할 수 있으신 분 - 머신러닝/딥러닝 기술에 대한..."
,렌더링 엔진 개발자 모집,성남 백현동,,"디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 - Image Processing 이해..."
,[AI R&D] Language AI(NLP) Research 분야 수시(22년2차) 모집,성남 판교역,,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
,"AI개발자(NLP, CV) (일6시간, 주5일)",서울 강서구,,"AI)·빅데이터, 인공지능(AI), 머신러닝, 자연어처리(NLP), Python, TensorFlow 모집학력 학력무관 인터넷·IT·통신·모바일·게임... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
,데이터 엔지니어 모집,서울 구로구,,REST API 개발 - 데이터 파이프라인 설계 및 개발 운영 자동화 자격요건 - Java 또는 Python 관련 경력 3년 이상 - Git / Bash Shell Script 사용 능력 보유 - 운영 서비스 자동화...
,Software Engineer (Connected Cabin),서울,,"C, C++, Java, Python, and so on) Strong... Object Oriented Languages: C++, Java, Python, etc. Knowledge of Continuous..."
,Network Engineer (토스증권),서울 강남구,,네트워크구축·운영·관리|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>시스템·네트워크 컨설팅|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>TCP·IP·IPX|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
,소프트웨어(SW) 개발,서울 영등포구,,통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터...
,인공지능 헬스케어 개발자,서울 강서구,,"빅데이터, 인공지능(AI), 자연어처리(NLP), Python, 웹개발, Python, Java·JSP, 프론트엔드, 백엔드, HTML 모집학력 대학(2,3년) 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷..."
,데이터 엔지니어/클라우드 엔지니어/데이터 플랫폼 개발분야 경력사원,서울특별시,,"등) 사용한 대용량 데이터 처리 유경험자 (Customization/Tuning 경험 포함) - Python, Java, JS Framework, Spring Framework 등 프로그래밍 역량 보유 - SQL 능숙하고..."
,BRAIN Research Intern,서울,,programming experience in one... following (Java/C++/C/ Python/MySQL/SQL Server); knowledge of UNIX preferred Possess...
,AI Research Engineer Intern,서울,,optimization strategies. Programming skills with Python/C++. Experience working with one or more deep learning frameworks...
,빅데이터분석 수시 채용,서울 을지로2가,,"대사항] - 빅데이터 분석 프로젝트 Leading 경력 - 보건의료 빅데이터 분석 경력 - SAS, R, Python 등 프로그래밍 가능자 - 머신러닝/딥러닝 활용 예측모형 개발 - 보건의료빅데이터(건강보험심사평가원, 국민..."
,소프트웨어 개발자,서울 강서구,,"직무내용] 교통관리 소프트웨어 개발JAVA, Python, Erlang, JSP [근무시간 및 형태] 주 5일 근무 (오전) 9시 00분~(오후) 6시 00분 주소정근로시간 : 40시간 [급여조건] - 연봉 24000000원..."
,자산운용팀 전략/리스크팀 퀀트(겨울방학 인턴),대한민국,,공자의 경우 관련 과목 12학점 이상 이수 - Microsoft 엑셀 능숙자 선택 사항 (평가 가산점) - Python 또는 VBA 등 코딩 Skill 보유 - 관련 업종에서 2개월 이상 인턴쉽 또는 근무 경력 보유 - 관련...
,전략 컨설턴트 (데이터 기반),서울 종로구,,"ML 등) 또는 오픈 소프( Python, R 등)을 활용한 데이터 분석 및... 패키지(SAS, SPSS, ML Package 등) 또는 오픈 소스( Python, R 등)를 활용한 데이터 분석 및 모형개발 프로젝트 경험자 우대..."
,은행 정보계 DW 시스템 담당자,서울 중학동,,MySQL 등) 대용량 쿼리 개발/튜닝 경험을 보유하신 분 - SW 개발 능력을 보유하신 분(Java/ Python 등) 우대사항 - 은행 정보계 시스템(DW/규제/회계/리스크) 운영 경험을 보유하신 분 - 시각화/분석...
,Software Engineer,경기도 성남,,"C++ 능숙자 (주요 언어는 C++이며 C#도 활용) Java 및 Python 경험 선호 영어활용 중급 이상 (외국인과 천천히라도 본인의 의견을 표현... C#, JavaScript, Python. Working knowledge..."
,"[AI Human 솔루션 개발 기업] Python, 머신러닝(ML) 경력 정규직",서울 강남구,,"Human 솔루션 개발 기업] Python, 머신러닝(ML) 경력 정규직... 경력(3년 이상 )학력사항: 석사졸업 이상기타: 79년생 미만 우대 Python/C/C++ 및 영상처리, 음성처리, NLP(일부 만족해도 검토 가능..."
,[외국계 스타트업 미소] Data Analyst,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
,응용소프트웨어 신입 경력 초빙,서울 성북구,"연봉 25,000,000원 - 30,000,000원","(주)쿠노소프트 인공지능(AI), Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
,클라우드 보안 엔지니어,서울 영등포구,,"화를 구현합니다. 자격 요건 AWS 환경에서 보안 환경을 구축하고 운영하신 경험이 있으신 분을 찾습니다. Python, Go 등 하나 이상의 프로그래밍 언어에 익숙해야 합니다. 다양한 문제에 대한 체계적인 원인 분석 및 해결..."
,Digital Healthcare(Digital Therapeutics R&D - AI 모델 개발) 경력,성남 분당구,,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI...
,서버 백 엔드 개발자,서울 마포구,,작성되어 있어 이를 PHP기반 Laravel프레임워크로리팩토링 중입니다. 새로운 서비스 개발에는 PHP와 Python등을 활용합니다. 담당업무 - 백엔드 서버 API개발 - Legacy 코드 유지보수 / 리팩토링 - 내부...
,웹 스크래핑 개발자 영입,성남 분당구,,로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신... 코딩)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
,리눅스 기술지원 엔지니어,서울 강남구,,"자격증 - 리눅스마스터, RHCSA, RHCE, LPIC- 정보처리기사- OS관련 기초적인 지식 보유자- python, bash 쉘스크립트 한 번이라도 다뤄본 자- 쿠버네티스, 오픈시프트 등 PaaS 솔루션에 관심이 많은 자..."
,[데이터 프로덕트] 데이터 엔지니어 모집,성남 판교역,,"엔지니어링 2년 이상 업무경험 보유자 ⁃ 하둡 에코시스템의 전반적 이해를 바탕으로 ETL 가능하신 분 ⁃ python(필수), java, go, bash 등 언어 중 하나 이상 활용 가능하신 분 ⁃ 새로운 기술에 대한 관심이..."
,대학생인턴십 2기 모집,서울 영등포구,,"러시아어 회화 가능자 - 통계 프로그래밍(Minitab, SPSS, SAS 등), 프로그래밍언어(R, Python 등) 활용 경험 보유자 - 빅데이터/IT/품질/환경안전 관련 자격증 보유자 - PLC,N/W, 비전, 센터..."
,[주4.5일] 딥러닝 연구 개발자,서울 구로구,,집부문 / 상세내용 사용 기술 ai/인공지능 pytorch python deeplearning tensorflow.js 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발...
,[11번가] 데이터 아키텍처 분야,서울 중구,,"요구사항 인터뷰를 통해 직접 데이터를 설계하고 필요한 기술set으로 개발하여 서비스에 전달 가능하신 분- Python, shell, Procedure 등을 통한 데이터 처리와 Batch Program 개발 가능하신 분이런..."
,AI 모빌리티 서비스의 미래 함께 열어갈 우수한 인재 찾습니다.,성남 분당구,,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL
,[AI/LAB] 머신러닝 리서치 엔지니어 (전문연구요원 가능),서울,,찾습니다 논문을 빠르고 정확하게 이해하고 구현할 수 있으신 분 최신 딥러닝 기술 동향을 파악하고 계신 분 Python 사용 능력이 능숙하신 분 ※ 참고사항 : 해당 직군은 상세 경력기술서 제출이 필수입니다. 이런 분은 더욱...
,카카오 전체의 계정 플랫폼을 만들 서버개발자 모집,성남 판교역,,"를 사용한 웹어플리케이션 개발 하둡 에코시스템을 활용한 대용량 데이터 처리 Ruby on Rails, Python 을 사용한 개발 Kafka, Redis, Elastic Search 등을 활용한 개발 함께 성장하고 싶다면..."
,"QA 엔지니어, 테스터 엔지니어 계약직, 인턴",서울 중구,,"있으신 분• Kurbernetes, Docker와 같은 컨테이너 환경에 익숙하거나 개발 경험이 있으신 분• Python, Javascript 등의 스크립트 언어 사용 경험이 있으신 분 1 명 근무조건 고용형태: 계약직(근무기..."
,서버 개발자 Python(Django) Developer (경력),서울 마포구,,유관직무 경력자 우대 서버 개발자 Python(Django) Developer... 있습니다.■ 자격 요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
,ML Model Analyst,서울 강남구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI...
,BI팀 채용,용인 기흥구,,"해석 1. 학력 : 석사이상 (2개월 이내 근무 가능자) 2. 생명정보학 전공자 3. 프로그래밍 가능자 ( Python, Perl, R 등) 4. Germline / Somatic / Cell-free DNA NGS 데이터를..."
,[인텔리전스랩스] 데이터 분석가 (ML 모델 및 서비스 분석),경기도 성남,,"소통 최소화를 위한 대시보드 구성 및 개발 > 지표 추가 및 변경에 따른 대시보드 유지보수 지원자격 - Python을 활용한 데이터 분석 경험 - 딥 러닝, 머신러닝에 대한 이론적 이해 - 원활한 협업 능력 및 자기주..."
,"Full Stack Software Engineer, TensorFlow Extended (English)",서울,,"language, including Java, C/C++, C#, Objective C, Python, JavaScript, or Go. Ability to speak and write in English fluently..."
,[SNOW] 렌더링 엔진 개발자,성남 분당구,,"활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - Computer Graphics 이해 인터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
,인공지능 솔루션 (AI Solution) 개발,서울 서초구,,Detection 등) 개발 경험• Python Library 사용 경험... 그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI...
,[하나금융그룹] 빅데이터 분석 모집,인천 청라동,,"모델 개발 [필요역량] ㆍ데이터 분석 능력 중/고급 이상 ㆍ데이터 분석/모델링을 위한 언어 능력 (R, Python 등) 중급 이상 [경력사항] ㆍ박사 : 경력 없어도 지원가능 ㆍ석사 : 경력 5년 이상 ㆍ학사 : 경력 8..."
,[하나금융그룹] 데이터분석 모집,인천 청라동,,시각화 보고서 제작 (Spotfire/ Python/R 등 활용) ㆍ통계적 분석 및 검증 (SAS/ Python/R 등 활용) ㆍ분석결과를 이용한 기획... 원활한 사용 능력 ㆍSAS/ Python/R 원활한 사용 능력 ㆍ팀 단위...
,금융공학연구소 신입/경력 (전문연구요원 포함) ~7/17(일) 마감,서울 종로구,,데이터분석|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>IT기술지원|인터넷·IT·통신·모바일·게임>응용프로그래머...
,Backend 개발,서울 영등포구,,"및 Application 개발 경험? - Linux 활용 능력 - Python 개발 경력 (3년 이상) - Airflow DAG 기반 데이터/모델... 구축 및 istio 구축 경험 - Python을 이용한 데이터 가공, 분석..."
